Códig CNAE|Descrição do CNAE|Tipo de Atividade Econômica|O CNAE está no Simples?|Anexo Simples Nacional|Alíquota (%) de Imposto|Precisa de Inscrição Estadual?|Observação sobre a Inscrição
3315-5/00|Manutenção e reparação de veículos ferroviários|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
517245|Manutenção e reparação de aeronaves, exceto a manutenção na pista|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
517246|Manutenção de aeronaves na pista|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
517551|Manutenção e reparação de embarcações e estruturas flutuantes|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
517552|Manutenção e reparação de embarcações para esporte e lazer|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
3319-8/00|Manutenção e reparação de equipamentos e produtos Não especificados anteriormente|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
3321-0/00|Instalação de máquinas e equipamentos industriais|Serviços|Sim|III|0,06|Sim|
522054|Serviços de montagem de móveis de qualquer material|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
3329-5/99|Instalação de outros equipamentos Não especificados anteriormente|Serviços|Sim|III|0,06|Sim|
588527|Geração de energia elétrica|Indústria|Não|||Sim|
588528|Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica|Serviços|Não|||Não|
3512-3/00|Transmissão de energia elétrica||Não|||Sim|
3513-1/00|Comércio atacadista de energia elétrica||Não|||Sim|
3514-0/00|Distribuição de energia elétrica||Não|||Sim|
591785|"Produção de gás; processamento de gás natural"||Sim|II|0,045|Sim|
591786|Distribuição de combustíveis gasosos por redes urbanas||Sim|I|0,04|Sim|
3530-1/00|Produção e distribuição de vapor, água quente e ar condicionado||Sim|II|0,045|Sim|
621066|Captação, tratamento e distribuição de água||Não|||Sim|
621067|Distribuição de água por caminhões||Sim|I|0,04|Sim|
3701-1/00|Gestão de redes de esgoto||Não|||Não|
3702-9/00|Atividades relacionadas a esgoto, exceto a gestão de redes||Sim|IV|0,045|Não|
3811-4/00|Coleta de resíduos Não-perigosos||Sim|III|0,06|Não|
3812-2/00|Coleta de resíduos perigosos|Serviços|Sim|III|0,06|Não|
3821-1/00|Tratamento e disposição de resíduos Não-perigosos|Serviços|Não|||Não|
3822-0/00|Tratamento e disposição de resíduos perigosos||Não|||Não|
705528|Recuperação de sucatas de alumínio||Sim|II|0,045|Sim|
3831-9/99|Recuperação de materiais metálicos, exceto alumínio||Sim|II|0,045|Sim|
3832-7/00|Recuperação de materiais plásticos||Sim|II|0,045|Sim|
708297|Usinas de compostagem||Sim|II|0,045|Sim|
3839-4/99|Recuperação de materiais Não especificados anteriormente||Sim|II|0,045|Sim|
3900-5/00|Descontaminação e outros serviços de gestão de resíduos||Não|||Não|
4110-7/00|Incorporação de empreendimentos imobiliários|Indústria|Não|||Não|
4120-4/00|Construção de edifícios|Serviços|Sim|IV|0,045|Sim|
844077|Construção de rodovias e ferrovias|Serviços|Sim|IV|0,045|Sim|
844078|Pintura para sinalização em pistas rodoviárias e aeroportos|Serviços|Sim|III|0,06|Sim|
4212-0/00|Construção de obras-de-arte especiais|Serviços|Sim|III|0,06|Sim|
4213-8/00|Obras de urbanização - ruas, praças e calçadas|Serviços|Sim|IV|0,045|Não|
847973|Construção de barragens e represas para geração de energia elétrica|Serviços|Sim|IV|0,045|Sim|
847974|Construção de estações e redes de distribuição de energia elétrica|Serviços|Sim|IV|0,045|Sim|
847975|Manutenção de redes de distribuição de energia elétrica|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
847976|Construção de estações e redes de telecomunicações|Serviços|Sim|IV|0,045|Sim|
847977|Manutenção de estações e redes de telecomunicações|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
848276|Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação|Serviços|Sim|IV|0,045|Sim|
848277|Obras de irrigação|Serviços|Sim|IV|0,045|Sim|
4223-5/00|Construção de redes de transportes por dutos, exceto para água e esgoto|Serviços|Sim|IV|0,045|Sim|
4291-0/00|Obras portuárias, marítimas e fluviais|Serviços|Sim|IV|0,045|Sim|
873875|Montagem de estruturas metálicas|Serviços|Sim|IV|0,045|Sim|
873876|Obras de montagem industrial|Serviços|Sim|IV|0,045|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
876339|Construção de instalações esportivas e recreativas|Serviços|Sim|IV|0,045|Sim|
4299-5/99|Outras obras de engenharia civil Não especificadas anteriormente|Serviços|Sim|IV|0,045|Sim|
880813|Demolição de edifícios e outras estruturas|Serviços|Sim|IV|0,045|Sim|
880814|Preparação de canteiro e limpeza de terreno|Serviços|Sim|IV|0,045|Sim|
4312-6/00|Perfurações e sondagens|Serviços|Sim|IV|0,045|Não|
4313-4/00|Obras de terraplenagem|Serviços|Sim|IV|0,045|Sim|
4319-3/00|Serviços de preparação do terreno Não especificados anteriormente|Serviços|Sim|IV|0,045|Sim|
4321-5/00|Instalação e manutenção elétrica|Serviços|Sim|IV|0,045|Sim|
884678|Instalações hidráulicas, sanitárias e de gás|Serviços|Sim|IV|0,045|Sim|
884679|Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração|Serviços|Sim|III|0,06|Sim/Não|"""O material será fornecido pelo executante do serviço?"""
884680|Instalações de sistema de prevenção contra incêndio|Serviços|Sim|IV|0,045|Sim/Não|"""O material será fornecido pelo executante do serviço?"""
|||||||
887176|Instalação de painéis publicitários|Serviços|Sim|III|0,06|Não|
887177|Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre|Serviços|Sim|III|0,06|Sim/Não|"""O material será fornecido pelo executante do serviço?"""
|||||||
887178|Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes|Serviços|Sim|III|0,06|Sim/Não|"""O material será fornecido pelo executante do serviço?"""
|||||||
887179|Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos|Serviços|Sim|III|0,06|Sim/Não|"""O material será fornecido pelo executante do serviço?"""
|||||||
887180|Tratamentos térmicos, acústicos ou de vibração|Serviços|Sim|III|0,06|Não|
4329-1/99|Outras obras de instalações em construções Não especificadas anteriormente|Serviços|Sim|III|0,06|Não|
887631|Impermeabilização em obras de engenharia civil|Serviços|Sim|IV|0,045|Sim|
887632|Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material|Serviços|Sim|IV|0,045|Sim|
887633|Obras de acabamento em gesso e estuque|Serviços|Sim|IV|0,045|Sim|
887634|Serviços de pintura de edifícios em geral|Serviços|Sim|IV|0,045|Não|
887635|Aplicação de revestimentos e de resinas em interiores e exteriores|Serviços|Sim|IV|0,045|Sim|
4330-4/99|Outras obras de acabamento da construção|Serviços|Sim|IV|0,045|Sim|
4391-6/00|Obras de fundações|Serviços|Sim|IV|0,045|Sim|
912743|Administração de obras|Serviços|Não|||Não|
912744|Montagem e desmontagem de andaimes e outras estruturas temporárias|Serviços|Sim|III|0,06|Não|
912745|Obras de alvenaria|Serviços|Sim|IV|0,045|Sim|
912746|Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras|Serviços|Sim|III|0,06|Não|
912747|Perfuração e construção de poços de água|Serviços|Sim|IV|0,045|Sim|
4399-1/99|Serviços especializados para construção Não especificados anteriormente|Serviços|Sim|IV|0,045|Sim|
953650|Comércio a varejo de automóveis, camionetas e utilitários novos|Serviços|Sim|I|0,04|Sim|
953651|Comércio a varejo de automóveis, camionetas e utilitários usados|Comércio|Sim|I|0,04|Sim|
953652|Comércio por atacado de automóveis, camionetas e utilitários novos e usados|Comércio|Sim|I|0,04|Sim|
953653|Comércio por atacado de caminhões novos e usados|Comércio|Sim|I|0,04|Sim|
953654|Comércio por atacado de reboques e semi-reboques novos e usados|Comércio|Sim|I|0,04|Sim|
953655|Comércio por atacado de ônibus e microônibus novos e usados|Comércio|Sim|I|0,04|Sim|
954259|Representantes comerciais e agentes do comércio de veículos automotores|Serviços|Sim|VI|0,1693|Não|
954260|Comércio sob consignação de veículos automotores|Serviços|Sim|I|0,04|Não|
4520-0/01|Serviços de manutenção e reparação mecânica de veículos automotores|Comércio|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
4520-0/02|Serviços de lanternagem ou funilaria e pintura de veículos automotores|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
4520-0/03|Serviços de manutenção e reparação elétrica de veículos automotores|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
4520-0/04|Serviços de alinhamento e balanceamento de veículos automotores|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
4520-0/05|Serviços de lavagem, lubrificação e polimento de veículos automotores|Serviços|Sim|III|0,06|Não|
4520-0/06|Serviços de borracharia para veículos automotores|Serviços|Sim|III|0,06|Não|
4520-0/07|Serviços de instalação, manutenção e reparação de acessórios para veículos automotores|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
4520-0/08|Serviços de capotaria|Serviços|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
960771|Comércio por atacado de peças e acessórios novos para veículos automotores|Serviços|Sim|I|0,04|Sim|
960772|Comércio por atacado de pneumáticos e câmaras-de-ar|Comércio|Sim|I|0,04|Sim|
960773|Comércio a varejo de peças e acessórios novos para veículos automotores|Comércio|Sim|I|0,04|Sim|
960774|Comércio a varejo de peças e acessórios usados para veículos automotores|Comércio|Sim|I|0,04|Sim|
960775|Comércio a varejo de pneumáticos e câmaras-de-ar|Comércio|Sim|I|0,04|Sim|
960776|Representantes comerciais e agentes do comércio de peças e acessórios novos e usados para veículos automotores|Serviços|Sim|VI|0,1693|Não|
964639|Comércio por atacado de motocicletas e motonetas|Serviços|Sim|I|0,04|Sim|
964640|Comércio por atacado de peças e acessórios para motocicletas e motonetas|Comércio|Sim|I|0,04|Sim|
964641|Comércio a varejo de motocicletas e motonetas novas|Comércio|Sim|I|0,04|Sim|
964642|Comércio a varejo de motocicletas e motonetas usadas|Comércio|Sim|I|0,04|Sim|
964643|Comércio a varejo de peças e acessórios para motocicletas e motonetas|Comércio|Sim|I|0,04|Sim|
964973|Representantes comerciais e agentes do comércio de motocicletas e motonetas, peças e acessórios|Serviços|Sim|VI|0,1693|Não|
964974|Comércio sob consignação de motocicletas e motonetas|Serviços|Sim|I|0,04|Não|
4543-9/00|Manutenção e reparação de motocicletas e motonetas|Comércio|Sim|III|0,06|Sim/Não|"""Haverá fornecimento de partes e/ou peças?"""
|||||||
4611-7/00|Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos|Serviços|Sim|VI|0,1693|Não|
4612-5/00|Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos|Serviços|Sim|VI|0,1693|Não|
4613-3/00|Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens|Serviços|Sim|VI|0,1693|Não|
4614-1/00|Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves|Serviços|Sim|VI|0,1693|Não|
4615-0/00|Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico|Serviços|Sim|VI|0,1693|Não|
4616-8/00|Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem|Serviços|Sim|VI|0,1693|Não|
4617-6/00|Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo|Serviços|Sim|VI|0,1693|Não|
992821|Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria|Serviços|Sim|VI|0,1693|Não|
992822|Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares|Serviços|Sim|VI|0,1693|Não|
992823|Representantes comerciais e agentes do comércio de jornais, revistas e outras publicações|Serviços|Sim|VI|0,1693|Não|
4618-4/99|Outros representantes comerciais e agentes do comércio especializado em produtos Não especificados anteriormente|Serviços|Sim|VI|0,1693|Não|
4619-2/00|Representantes comerciais e agentes do comércio de mercadorias em geral Não especializado|Serviços|Sim|VI|0,1693|Não|
4621-4/00|Comércio atacadista de café em grão|Serviços|Sim|I|0,04|Sim|
4622-2/00|Comércio atacadista de soja|Comércio|Sim|I|0,04|Sim|
994557|Comércio atacadista de animais vivos|Comércio|Sim|I|0,04|Sim|
994558|Comércio atacadista de couros, lãs, peles e outros subprodutos Não-comestíveis de origem animal|Comércio|Sim|I|0,04|Sim|
994559|Comércio atacadista de algodão|Comércio|Sim|I|0,04|Sim|
994560|Comércio atacadista de fumo em folha Não beneficiado|Comércio|Sim|I|0,04|Sim|
994561|Comércio atacadista de cacau|Comércio|Sim|I|0,04|Sim|
994562|Comércio atacadista de sementes, flores, plantas e gramas|Comércio|Sim|I|0,04|Sim|
994563|Comércio atacadista de sisal|Comércio|Sim|I|0,04|Sim|
994564|Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada|Comércio|Sim|I|0,04|Sim|
994565|Comércio atacadista de alimentos para animais|Comércio|Sim|I|0,04|Sim|
4623-1/99|Comércio atacadista de matérias-primas agrícolas Não especificadas anteriormente|Comércio|Sim|I|0,04|Sim|
4631-1/00|Comércio atacadista de leite e laticínios|Comércio|Sim|I|0,04|Sim|
4632-0/01|Comércio atacadista de cereais e leguminosas beneficiados|Comércio|Sim|I|0,04|Sim|
4632-0/02|Comércio atacadista de farinhas, amidos e féculas|Comércio|Sim|I|0,04|Sim|
4632-0/03|Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada|Comércio|Sim|I|0,04|Sim|
998422|Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos|Comércio|Sim|I|0,04|Sim|
998423|Comércio atacadista de aves vivas e ovos|Comércio|Sim|I|0,04|Sim|
998424|Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação|Comércio|Sim|I|0,04|Sim|
998726|Comércio atacadista de carnes bovinas e suínas e derivados|Comércio|Sim|I|0,04|Sim|
998727|Comércio atacadista de aves abatidas e derivados|Comércio|Sim|I|0,04|Sim|
998728|Comércio atacadista de pescados e frutos do mar|Comércio|Sim|I|0,04|Sim|
4634-6/99|Comércio atacadista de carnes e derivados de outros animais|Comércio|Sim|I|0,04|Sim|
999030|Comércio atacadista de água mineral|Comércio|Sim|I|0,04|Sim|
999031|Comércio atacadista de cerveja, chope e refrigerante|Comércio|Sim|I|0,04|Sim|
999032|Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada|Comércio|Sim|I|0,04|Sim|
4635-4/99|Comércio atacadista de bebidas Não especificadas anteriormente|Comércio|Não|||Sim|
999336|Comércio atacadista de fumo beneficiado|Comércio|Sim|I|0,04|Sim|
999337|Comércio atacadista de cigarros, cigarrilhas e charutos|Comércio|Não|||Sim|
999671|Comércio atacadista de café torrado, moído e solúvel|Comércio|Sim|I|0,04|Sim|
999672|Comércio atacadista de açúcar|Comércio|Sim|I|0,04|Sim|
999673|Comércio atacadista de óleos e gorduras|Comércio|Sim|I|0,04|Sim|
999674|Comércio atacadista de pães, bolos, biscoitos e Similares|Comércio|Sim|I|0,04|Sim|
999675|Comércio atacadista de massas alimentícias|Comércio|Sim|I|0,04|Sim|
999676|Comércio atacadista de sorvetes|Comércio|Sim|I|0,04|Sim|
999677|Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes|Comércio|Sim|I|0,04|Sim|
4637-1/99|Comércio atacadista especializado em outros produtos alimentícios Não especificados anteriormente|Comércio|Sim|I|0,04|Sim|
1000582|Comércio atacadista de produtos alimentícios em geral|Comércio|Sim|I|0,04|Sim|
1000583|Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada|Comércio|Sim|I|0,04|Sim|
1001375|Comércio atacadista de tecidos|Comércio|Sim|I|0,04|Sim|
1001376|Comércio atacadista de artigos de cama, mesa e banho|Comércio|Sim|I|0,04|Sim|
1001377|Comércio atacadista de artigos de armarinho|Comércio|Sim|I|0,04|Sim|
1001678|Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança|Comércio|Sim|I|0,04|Sim|
1001679|Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho|Comércio|Sim|I|0,04|Sim|
1001982|Comércio atacadista de calçados|Comércio|Sim|I|0,04|Sim|
1001983|Comércio atacadista de bolsas, malas e artigos de viagem|Comércio|Sim|I|0,04|Sim|
1002287|Comércio atacadista de medicamentos e drogas de uso humano|Comércio|Sim|I|0,04|Sim|
1002288|Comércio atacadista de medicamentos e drogas de uso veterinário|Comércio|Sim|I|0,04|Sim|
1002593|Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios|Comércio|Sim|I|0,04|Sim|
1002594|Comércio atacadista de próteses e artigos de ortopedia|Comércio|Sim|I|0,04|Sim|
1002595|Comércio atacadista de produtos odontológicos|Comércio|Sim|I|0,04|Sim|
4646-0/01|Comércio atacadista de cosméticos e produtos de perfumaria|Comércio|Sim|I|0,04|Sim|
4646-0/02|Comércio atacadista de produtos de higiene pessoal|Comércio|Sim|I|0,04|Sim|
1003535|Comércio atacadista de artigos de escritório e de papelaria|Comércio|Sim|I|0,04|Sim|
1003536|Comércio atacadista de livros, jornais e outras publicações|Comércio|Sim|I|0,04|Sim|
1004144|Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico|Comércio|Sim|I|0,04|Sim|
1004145|Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico|Comércio|Sim|I|0,04|Sim|
1004146|Comércio atacadista de bicicletas, triciclos e outros veículos recreativos|Comércio|Sim|I|0,04|Sim|
1004147|Comércio atacadista de móveis e artigos de colchoaria|Comércio|Sim|I|0,04|Sim|
1004148|"Comércio atacadista de artigos de tapeçaria; persianas e cortinas"|Comércio|Sim|I|0,04|Sim|
1004149|Comércio atacadista de lustres, luminárias e abajures|Comércio|Sim|I|0,04|Sim|
1004150|Comércio atacadista de filmes, CDs, DVDs, fitas e discos|Comércio|Sim|I|0,04|Sim|
1004151|Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar|Comércio|Sim|I|0,04|Sim|
1004152|Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada|Comércio|Sim|I|0,04|Sim|
1004153|Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas|Comércio|Sim|I|0,04|Sim|
4649-4/99|Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico Não especificados anteriormente|Comércio|Sim|I|0,04|Sim|
1004935|Comércio atacadista de equipamentos de informática|Comércio|Sim|I|0,04|Sim|
1004936|Comércio atacadista de suprimentos para informática|Comércio|Sim|I|0,04|Sim|
4652-4/00|Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação|Comércio|Sim|I|0,04|Sim|
4661-3/00|"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"|Comércio|Sim|I|0,04|Sim|
4662-1/00|"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças"|Comércio|Sim|I|0,04|Sim|
4663-0/00|"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças"|Comércio|Sim|I|0,04|Sim|
4664-8/00|"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"|Comércio|Sim|I|0,04|Sim|
4665-6/00|"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças"|Comércio|Sim|I|0,04|Sim|
1011602|"Comércio atacadista de bombas e compressores; partes e peças"|Comércio|Sim|I|0,04|Sim|
4669-9/99|"Comércio atacadista de outras máquinas e equipamentos Não especificados anteriormente; partes e peças"|Comércio|Sim|I|0,04|Sim|
4671-1/00|Comércio atacadista de madeira e produtos derivados|Comércio|Sim|I|0,04|Sim|
4672-9/00|Comércio atacadista de ferragens e ferramentas|Comércio|Sim|I|0,04|Sim|
4673-7/00|Comércio atacadista de material elétrico|Comércio|Sim|I|0,04|Sim|
4674-5/00|Comércio atacadista de cimento|Comércio|Sim|I|0,04|Sim|
1015162|Comércio atacadista de tintas, vernizes e Similares|Comércio|Sim|I|0,04|Sim|
1015163|Comércio atacadista de mármores e granitos|Comércio|Sim|I|0,04|Sim|
1015164|Comércio atacadista de vidros, espelhos e vitrais|Comércio|Sim|I|0,04|Sim|
1015165|Comércio atacadista especializado de materiais de construção Não especificados anteriormente|Comércio|Sim|I|0,04|Sim|
4679-6/99|Comércio atacadista de materiais de construção em geral|Comércio|Sim|I|0,04|Sim|
1015954|Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, Não realizado por transportador retalhista (TRR)|Comércio|Sim|I|0,04|Sim|
1015955|Comércio atacadista de combustíveis realizado por transportador retalhista (TRR)|Comércio|Sim|I|0,04|Sim|
1015956|Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante|Comércio|Sim|I|0,04|Sim|
1015957|Comércio atacadista de combustíveis de origem mineral em bruto|Comércio|Sim|I|0,04|Sim|
1015958|Comércio atacadista de lubrificantes|Comércio|Sim|I|0,04|Sim|
4682-6/00|Comércio atacadista de gás liqüefeito de petróleo (GLP)|Comércio|Sim|I|0,04|Sim|
4683-4/00|Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo|Comércio|Sim|I|0,04|Sim|
1016868|Comércio atacadista de resinas e elastômeros|Comércio|Sim|I|0,04|Sim|
1016869|Comércio atacadista de solventes|Comércio|Sim|I|0,04|Sim|
4684-2/99|Comércio atacadista de outros produtos químicos e petroquímicos Não especificados anteriormente|Comércio|Sim|I|0,04|Sim|
4685-1/00|Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção|Comércio|Sim|I|0,04|Sim|
1017811|Comércio atacadista de papel e papelão em bruto|Comércio|Sim|I|0,04|Sim|
1017812|Comércio atacadista de embalagens|Comércio|Sim|I|0,04|Sim|
1018114|Comércio atacadista de resíduos de papel e papelão|Comércio|Sim|I|0,04|Sim|
1018115|Comércio atacadista de resíduos e sucatas Não-metálicos, exceto de papel e papelão|Comércio|Sim|I|0,04|Sim|
1018116|Comércio atacadista de resíduos e sucatas metálicos|Comércio|Sim|I|0,04|Sim|
1018723|Comércio atacadista de produtos da extração mineral, exceto combustíveis|Comércio|Sim|I|0,04|Sim|
1018724|Comércio atacadista de fios e fibras beneficiados|Comércio|Sim|I|0,04|Sim|
4689-3/99|Comércio atacadista especializado em outros produtos intermediários Não especificados anteriormente|Comércio|Sim|I|0,04|Sim|
4691-5/00|Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios|Comércio|Sim|I|0,04|Sim|
4692-3/00|Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários|Comércio|Sim|I|0,04|Sim|
4693-1/00|Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários|Comércio|Sim|I|0,04|Sim|
1026757|Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados|Comércio|Sim|I|0,04|Sim|
1026758|Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados|Comércio|Sim|I|0,04|Sim|
4712-1/00|Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns|Comércio|Sim|I|0,04|Sim|
4713-0/01|Lojas de departamentos ou magazines|Comércio|Sim|I|0,04|Sim|
4713-0/02|Lojas de variedades, exceto lojas de departamentos ou magazines|Comércio|Sim|I|0,04|Sim|
4713-0/03|Lojas duty free de aeroportos internacionais|Comércio|Sim|I|0,04|Não|
1030352|Padaria e confeitaria com predominância de revenda|Comércio|Sim|I|0,04|Sim|
1030353|Comércio varejista de laticínios e frios|Comércio|Sim|I|0,04|Sim|
1030354|Comércio varejista de doces, balas, bombons e semelhantes|Comércio|Sim|I|0,04|Sim|
1030959|Comércio varejista de carnes - açougues|Comércio|Sim|I|0,04|Sim|
1030960|Peixaria|Comércio|Sim|I|0,04|Sim|
4723-7/00|Comércio varejista de bebidas|Comércio|Sim|I|0,04|Sim|
4724-5/00|Comércio varejista de hortifrutigranjeiros|Comércio|Sim|I|0,04|Sim|
1033424|Tabacaria|Comércio|Sim|I|0,04|Sim|
1033425|Comércio varejista de mercadorias em lojas de conveniência|Comércio|Sim|I|0,04|Sim|
4729-6/99|Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios Não especificados anteriormente|Comércio|Sim|I|0,04|Sim|
4731-8/00|Comércio varejista de combustíveis para veículos automotores|Comércio|Sim|I|0,04|Sim|
4732-6/00|Comércio varejista de lubrificantes|Comércio|Sim|I|0,04|Sim|
4741-5/00|Comércio varejista de tintas e materiais para pintura|Comércio|Sim|I|0,04|Sim|
4742-3/00|Comércio varejista de material elétrico|Comércio|Sim|I|0,04|Sim|
4743-1/00|Comércio varejista de vidros|Comércio|Sim|I|0,04|Sim|
4744-0/01|Comércio varejista de ferragens e ferramentas|Comércio|Sim|I|0,04|Sim|
4744-0/02|Comércio varejista de madeira e artefatos|Comércio|Sim|I|0,04|Sim|
4744-0/03|Comércio varejista de materiais hidráulicos|Comércio|Sim|I|0,04|Sim|
4744-0/04|Comércio varejista de cal, areia, pedra britada, tijolos e telhas|Comércio|Sim|I|0,04|Sim|
4744-0/05|Comércio varejista de materiais de construção Não especificados anteriormente|Comércio|Sim|I|0,04|Sim|
4744-0/06|Comércio varejista de pedras para revestimento|Comércio|Sim|I|0,04|Sim|
4744-0/99|Comércio varejista de materiais de construção em geral|Comércio|Sim|I|0,04|Sim|
1041339|Comércio varejista especializado de equipamentos e suprimentos de informática|Comércio|Sim|I|0,04|Sim|
1041340|Recarga de cartuchos para equipamentos de informática|Serviços|Sim|III|0,06|Sim|
4752-1/00|Comércio varejista especializado de equipamentos de telefonia e comunicação|Comércio|Sim|I|0,04|Sim|
4753-9/00|Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo|Comércio|Sim|I|0,04|Sim|
1042585|Comércio varejista de móveis|Comércio|Sim|I|0,04|Sim|
1042586|Comércio varejista de artigos de colchoaria|Comércio|Sim|I|0,04|Sim|
1042587|Comércio varejista de artigos de iluminação|Comércio|Sim|I|0,04|Sim|
1042889|Comércio varejista de tecidos|Comércio|Sim|I|0,04|Sim|
1042890|Comercio varejista de artigos de armarinho|Comércio|Sim|I|0,04|Sim|
1042891|Comercio varejista de artigos de cama, mesa e banho|Comércio|Sim|I|0,04|Sim|
4756-3/00|Comércio varejista especializado de instrumentos musicais e acessórios|Comércio|Sim|I|0,04|Sim|
4757-1/00|Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação|Comércio|Sim|I|0,04|Sim|
1044442|Comércio varejista de artigos de tapeçaria, cortinas e persianas|Comércio|Sim|I|0,04|Sim|
4759-8/99|Comércio varejista de outros artigos de uso doméstico Não especificados anteriormente|Comércio|Sim|I|0,04|Sim|
4761-0/01|Comércio varejista de livros|Comércio|Sim|I|0,04|Sim|
4761-0/02|Comércio varejista de jornais e revistas|Comércio|Sim|I|0,04|Sim|
4761-0/03|Comércio varejista de artigos de papelaria|Comércio|Sim|I|0,04|Sim|
4762-8/00|Comércio varejista de discos, CDs, DVDs e fitas|Comércio|Sim|I|0,04|Sim|
